"gene-id"	"liver12-rep1"	"liver12-rep2"	"liver11-rep1"	"liver11-rep2"	"forebrain11-rep1"	"forebrain11-rep2"	"forebrain12-rep1"	"forebrain12-rep2"
"ENSMUSG00000065528"	0	0	0	0	1	1	4	1
"ENSMUSG00000003469"	377	349	525	394	42	78	114	96
"ENSMUSG00000022098"	1561	1585	1359	1119	1410	1793	2369	2743
"ENSMUSG00000022097"	0	0	5	0	1	1	1	0
"ENSMUSG00000033595"	40	40	63	51	7	12	26	27
"ENSMUSG00000033589"	3289	3077	2299	1848	845	1307	1325	1496
"ENSMUSG00000022096"	18	23	26	15	19	32	85	51
"ENSMUSG00000045211"	390	387	141	152	221	234	690	668
"ENSMUSG00000022095"	1251	1123	1016	857	592	927	1314	1378
"ENSMUSG00000022099"	24231	22966	4225	4182	634	827	1531	1452
"ENSMUSG00000022101"	0	2	1	3	1095	1338	645	1268
"ENSMUSG00000047911"	13	4	9	13	27	24	26	41
"ENSMUSG00000022100"	21695	19816	1493	1468	1861	2672	9383	9375
"ENSMUSG00000022102"	1524	1265	958	843	106	142	139	124
"ENSMUSG00000099528"	2	0	2	0	2	0	0	0
"ENSMUSG00000022103"	159	140	124	132	40	80	234	161
"ENSMUSG00000104288"	0	0	0	0	0	0	0	0
"ENSMUSG00000098064"	0	0	0	1	0	0	2	0
"ENSMUSG00000064485"	0	0	0	0	0	0	0	0
"ENSMUSG00000109446"	0	0	0	0	0	0	0	0
"ENSMUSG00000108975"	2	0	0	0	2	1	0	0
"ENSMUSG00000033487"	2297	1939	2135	2016	2861	4333	5728	5605
"ENSMUSG00000090216"	15	10	17	7	8	17	27	15
"ENSMUSG00000033470"	15	9	2	5	0	0	0	0
"ENSMUSG00000022106"	2041	1870	2096	2063	3805	5239	5865	6005
"ENSMUSG00000090706"	1	3	0	2	2	4	5	5
"ENSMUSG00000022105"	4930	5192	1456	1335	1114	1703	1764	2023
"ENSMUSG00000076121"	0	1	0	1	3	3	0	2
"ENSMUSG00000033446"	990	877	777	758	741	1225	1314	1660
"ENSMUSG00000022108"	26049	23862	15365	14464	5406	7410	13203	14828
"ENSMUSG00000022109"	2392	2291	1983	1855	1861	2606	3312	3346
"ENSMUSG00000033405"	96	136	76	81	60	103	127	169
"ENSMUSG00000022110"	5415	4879	3691	3781	2702	3979	5205	5154
"ENSMUSG00000096463"	0	0	0	0	0	0	0	0
"ENSMUSG00000093873"	0	0	0	0	1	0	0	2
"ENSMUSG00000075581"	11	11	6	10	3	3	5	2
"ENSMUSG00000089038"	0	0	0	0	0	0	0	0
"ENSMUSG00000057886"	36	38	10	5	15	16	12	17
"ENSMUSG00000034997"	43	30	31	26	19	18	40	20
"ENSMUSG00000021996"	11637	10242	5776	5646	3637	5512	6712	7114
"ENSMUSG00000068015"	1109	1128	640	574	361	563	904	1065
"ENSMUSG00000034959"	17	24	2	13	10	16	11	14
"ENSMUSG00000021997"	3	2	1	4	9	15	12	20
"ENSMUSG00000021998"	5086	5233	2973	3104	1129	1563	1845	1648
"ENSMUSG00000089733"	3	3	2	4	0	2	5	7
"ENSMUSG00000090054"	0	0	0	0	0	0	0	1
"ENSMUSG00000021999"	3177	2936	1298	1216	0	4	3	2
"ENSMUSG00000104689"	4	5	2	0	0	0	0	0
"ENSMUSG00000022000"	3903	3461	2039	1839	2264	3355	6729	6630
"ENSMUSG00000091722"	25	26	22	13	75	121	185	135
"ENSMUSG00000034913"	0	0	0	0	0	0	0	0
"ENSMUSG00000022002"	0	0	4	0	0	0	0	0
"ENSMUSG00000064394"	0	0	0	0	0	0	0	0
"ENSMUSG00000034893"	2149	1990	1615	1579	1304	1731	2738	2912
"ENSMUSG00000089405"	0	2	1	2	1	2	0	6
"ENSMUSG00000022003"	146	122	170	153	161	206	296	327
"ENSMUSG00000085829"	76	83	36	30	98	118	153	171
"ENSMUSG00000060126"	39182	36042	13143	11475	16858	26037	15484	16144
"ENSMUSG00000065147"	44	45	45	26	25	31	53	52
"ENSMUSG00000067995"	2643	2350	1765	1677	1091	1518	1943	2023
"ENSMUSG00000046523"	59	44	46	37	33	68	152	155
"ENSMUSG00000065799"	3	1	2	2	0	2	1	4
"ENSMUSG00000022008"	2460	2103	1839	1645	1415	2057	2955	2825
"ENSMUSG00000022009"	2109	1850	1467	1460	924	1432	1985	2092
"ENSMUSG00000095427"	7	3	7	7	4	3	10	8
"ENSMUSG00000022010"	10533	8917	10472	9788	11512	16043	17927	22826
"ENSMUSG00000097172"	2	5	3	0	3	0	2	2
"ENSMUSG00000052584"	63	60	87	76	242	397	749	801
"ENSMUSG00000101009"	3	6	12	8	0	4	0	4
"ENSMUSG00000044350"	759	724	424	360	121	204	255	230
"ENSMUSG00000034795"	119	105	66	64	15	39	49	52
"ENSMUSG00000022012"	59	60	57	80	792	1158	2551	2578
"ENSMUSG00000063556"	61	131	28	18	9	42	22	27
"ENSMUSG00000067973"	0	2	0	0	5	20	44	42
"ENSMUSG00000084431"	0	0	1	0	0	1	0	3
"ENSMUSG00000089365"	0	0	1	0	2	5	4	4
"ENSMUSG00000075512"	0	0	0	0	0	0	0	0
"ENSMUSG00000022013"	2102	1940	1483	1402	1029	1597	1811	1997
"ENSMUSG00000022014"	93	98	35	31	5	6	10	8
"ENSMUSG00000092272"	0	0	0	0	0	0	0	0
"ENSMUSG00000045655"	0	0	0	0	0	0	0	1
"ENSMUSG00000087932"	0	0	0	0	0	0	0	0
"ENSMUSG00000080402"	0	0	0	0	0	0	0	0
"ENSMUSG00000022015"	18	2	16	5	10	18	25	11
"ENSMUSG00000092774"	0	0	0	0	0	0	0	0
"ENSMUSG00000022016"	2980	2990	1714	1563	1887	2666	7295	6949
"ENSMUSG00000034731"	237	235	129	108	97	158	178	196
"ENSMUSG00000084447"	2	0	1	1	1	1	6	6
"ENSMUSG00000058997"	1672	1422	1211	1142	618	860	1116	1167
"ENSMUSG00000071262"	0	0	2	2	0	2	0	0
"ENSMUSG00000022018"	11376	10585	4215	4062	837	1234	2017	1747
"ENSMUSG00000022020"	2903	2838	1915	1727	1002	1523	1754	1978
"ENSMUSG00000022022"	580	492	333	401	253	355	405	549
"ENSMUSG00000043881"	1033	879	639	678	964	1540	2289	2528
"ENSMUSG00000075502"	398	337	212	195	237	352	410	410
"ENSMUSG00000022023"	2242	1930	1730	1550	1698	2459	3176	3356
"ENSMUSG00000036461"	3743	3085	1825	1897	437	609	756	746
"ENSMUSG00000093684"	8	2	2	0	1	1	0	1
"ENSMUSG00000022024"	2255	2338	1780	1627	1857	2770	3523	3763
"ENSMUSG00000022025"	3	5	8	0	61	70	247	294
"ENSMUSG00000076453"	0	0	0	0	0	0	0	0
"ENSMUSG00000036422"	2	5	48	31	501	883	2419	2495
"ENSMUSG00000102774"	0	0	0	0	0	4	6	2
"ENSMUSG00000097927"	0	0	0	0	0	0	2	2
"ENSMUSG00000095959"	0	0	0	0	0	2	0	2
"ENSMUSG00000022026"	413	545	260	275	6	19	17	22
"ENSMUSG00000098125"	0	0	0	0	0	0	0	0
"ENSMUSG00000089266"	0	0	0	0	0	0	0	0
"ENSMUSG00000088009"	0	0	0	0	0	0	0	0
"ENSMUSG00000035566"	510	489	667	531	800	1353	2284	2075
"ENSMUSG00000064407"	0	0	0	0	0	0	0	0
"ENSMUSG00000087812"	0	0	0	0	0	0	0	0
"ENSMUSG00000022021"	3494	3507	1889	1479	637	979	1104	1287
"ENSMUSG00000077948"	0	0	1	0	0	0	0	0
"ENSMUSG00000102284"	0	0	0	0	0	0	0	0
"ENSMUSG00000088536"	0	0	0	0	0	0	0	0
"ENSMUSG00000022019"	1565	1453	1123	1021	1481	2015	3453	3396
"ENSMUSG00000062611"	66	59	34	28	16	22	29	36
"ENSMUSG00000089120"	0	0	0	0	0	0	0	0
"ENSMUSG00000098095"	0	0	0	0	1	0	2	0
"ENSMUSG00000050505"	20	9	33	35	69	133	319	268
"ENSMUSG00000102164"	0	0	0	0	0	0	0	0
"ENSMUSG00000088405"	0	0	0	0	0	0	0	0
"ENSMUSG00000077408"	0	0	0	0	0	0	0	0
"ENSMUSG00000062093"	124	110	95	44	15	11	33	21
"ENSMUSG00000077619"	0	0	0	0	0	0	0	0
"ENSMUSG00000088746"	0	0	0	0	0	0	0	0
"ENSMUSG00000077298"	0	0	0	0	0	0	0	0
"ENSMUSG00000103410"	0	0	0	0	0	0	0	0
"ENSMUSG00000055421"	173	240	411	375	2201	3249	7027	8256
"ENSMUSG00000065014"	0	0	0	0	0	0	0	2
"ENSMUSG00000088046"	0	0	0	0	0	0	0	0
"ENSMUSG00000089384"	0	0	0	0	0	0	0	0
"ENSMUSG00000034689"	0	0	0	0	0	0	0	0
"ENSMUSG00000022076"	1	0	2	2	16	28	162	164
"ENSMUSG00000083933"	0	0	0	0	0	1	0	0
"ENSMUSG00000065042"	0	0	0	0	0	0	0	0
"ENSMUSG00000064581"	2	1	0	0	0	2	0	0
"ENSMUSG00000089130"	0	0	0	0	0	0	0	0
"ENSMUSG00000098772"	0	0	0	0	0	0	0	0
"ENSMUSG00000088538"	0	0	0	0	0	0	0	0
"ENSMUSG00000055639"	49	41	77	50	1423	2418	3117	3276
"ENSMUSG00000089549"	0	0	0	0	1	9	4	15
"ENSMUSG00000086133"	0	0	0	0	5	10	3	16
"ENSMUSG00000089425"	0	0	0	0	0	0	0	0
"ENSMUSG00000096444"	0	0	0	0	0	0	0	0
"ENSMUSG00000098059"	2	0	0	0	0	0	0	0
"ENSMUSG00000060377"	13	17	5	3	3	2	6	5
"ENSMUSG00000033186"	5767	5443	3336	3180	3075	5262	7862	8244
"ENSMUSG00000022070"	3769	3459	2491	2401	1744	2390	3058	3300
"ENSMUSG00000033166"	4336	3870	2613	2835	1768	2683	3646	3471
"ENSMUSG00000022064"	1009	847	683	722	595	1172	1459	1485
"ENSMUSG00000100172"	0	0	0	0	0	0	0	0
"ENSMUSG00000005148"	90	100	178	105	60	85	123	104
"ENSMUSG00000084700"	0	0	0	0	0	0	0	0
"ENSMUSG00000064584"	0	0	0	0	0	0	0	0
"ENSMUSG00000103188"	0	0	0	0	0	0	2	1
"ENSMUSG00000065238"	0	0	0	0	0	0	0	0
"ENSMUSG00000087144"	0	0	0	0	0	0	2	0
"ENSMUSG00000072294"	320	381	419	342	843	1118	1891	1962
"ENSMUSG00000054391"	10	28	10	9	17	27	46	57
"ENSMUSG00000084991"	0	5	5	1	5	8	8	13
"ENSMUSG00000110273"	24	21	14	13	12	12	23	5
"ENSMUSG00000094585"	0	0	0	0	0	0	0	0
"ENSMUSG00000089331"	0	0	0	0	0	0	0	0
"ENSMUSG00000092668"	0	0	0	0	0	0	0	0
"ENSMUSG00000088160"	0	0	0	0	0	0	0	0
"ENSMUSG00000042888"	0	0	0	0	0	0	0	0
"ENSMUSG00000089041"	0	0	0	0	0	0	0	0
"ENSMUSG00000033083"	569	524	364	398	391	613	845	958
"ENSMUSG00000075486"	2209	1872	1367	1237	1100	1765	2240	2334
"ENSMUSG00000022111"	4248	3640	2867	2568	1779	2655	3305	3529
"ENSMUSG00000053821"	1	0	2	1	8	7	18	12
"ENSMUSG00000033060"	393	367	307	217	72	121	235	235
"ENSMUSG00000095037"	0	0	0	0	0	0	0	0
"ENSMUSG00000088971"	0	0	0	0	0	0	0	0
"ENSMUSG00000098557"	226	239	286	265	298	307	435	521
"ENSMUSG00000097142"	0	0	0	0	0	0	0	0
"ENSMUSG00000092901"	0	0	0	0	0	0	0	0
"ENSMUSG00000022126"	12	9	14	8	4	0	0	6
"ENSMUSG00000022125"	2445	2301	1470	1452	785	1024	1216	1137
"ENSMUSG00000022124"	2117	2200	1037	978	911	1471	2096	2271
"ENSMUSG00000033004"	3653	3289	2857	2607	2791	4179	6900	7543
"ENSMUSG00000098111"	22	29	38	34	18	20	45	40
"ENSMUSG00000022123"	27	27	23	24	19	54	36	38
"ENSMUSG00000055717"	78	43	36	39	690	714	1759	1873
"ENSMUSG00000093192"	0	0	0	0	0	0	0	0
"ENSMUSG00000089707"	0	0	0	0	10	9	18	10
"ENSMUSG00000022122"	2334	2053	1896	1810	2681	4005	7433	6756
"ENSMUSG00000104311"	0	0	0	0	0	0	0	0
"ENSMUSG00000048349"	20	17	24	21	90	107	125	349
"ENSMUSG00000022120"	1229	1256	1306	1228	1692	2551	2966	2905
"ENSMUSG00000077541"	0	0	0	0	0	0	0	0
"ENSMUSG00000077719"	0	0	0	0	0	0	0	0
"ENSMUSG00000077425"	0	0	0	0	0	0	0	0
"ENSMUSG00000022119"	3225	2863	2211	1810	2075	3303	4485	5185
"ENSMUSG00000091509"	463	409	428	321	319	685	705	850
"ENSMUSG00000094275"	0	0	0	0	0	0	0	0
"ENSMUSG00000053253"	2546	2187	1511	1543	1521	2184	3632	3976
"ENSMUSG00000064715"	0	0	0	0	1	2	0	0
"ENSMUSG00000086260"	0	0	0	0	0	0	0	0
"ENSMUSG00000022116"	0	0	0	0	1	0	2	3
"ENSMUSG00000110080"	3	0	0	0	0	0	23	14
"ENSMUSG00000098780"	0	0	0	0	0	0	0	0
"ENSMUSG00000060143"	3148	2794	1871	1578	1048	1525	1915	2046
"ENSMUSG00000092664"	0	0	0	0	0	0	0	0
"ENSMUSG00000022114"	611	608	680	563	588	965	1041	580
"ENSMUSG00000090538"	0	0	0	0	0	0	0	2
"ENSMUSG00000022113"	0	0	0	0	0	0	0	0
"ENSMUSG00000065193"	0	0	0	0	0	0	0	0
"ENSMUSG00000099794"	0	0	3	0	0	0	2	0
"ENSMUSG00000089297"	0	0	0	0	0	0	0	0
"ENSMUSG00000091723"	0	0	0	1	1	1	2	0
"ENSMUSG00000077224"	0	0	0	0	0	0	0	0
"ENSMUSG00000092834"	0	0	0	0	0	0	0	0
"ENSMUSG00000089455"	0	0	0	0	0	0	0	0
"ENSMUSG00000058430"	0	1	1	1	0	1	2	2
"ENSMUSG00000075478"	8	16	110	87	488	648	1830	1788
"ENSMUSG00000089119"	0	0	0	0	0	0	0	0
"ENSMUSG00000093128"	0	0	0	0	0	0	0	0
"ENSMUSG00000065102"	0	0	0	0	0	0	0	0
"ENSMUSG00000094312"	0	0	0	0	0	0	0	0
"ENSMUSG00000095059"	0	0	0	0	0	0	0	0
"ENSMUSG00000084441"	0	0	0	0	0	0	0	0
"ENSMUSG00000045871"	80	31	88	153	77	113	103	203
"ENSMUSG00000093362"	0	0	0	0	0	0	0	0
"ENSMUSG00000033214"	21	15	173	124	779	1323	2384	2343
"ENSMUSG00000088995"	0	0	0	0	0	0	0	0
"ENSMUSG00000058953"	0	0	0	0	0	0	0	0
"ENSMUSG00000058126"	372	308	219	191	148	237	312	350
"ENSMUSG00000086415"	0	0	0	0	0	0	0	0
"ENSMUSG00000103140"	0	0	0	0	0	0	0	0
"ENSMUSG00000088802"	0	0	0	0	0	0	0	0
"ENSMUSG00000089726"	745	694	710	573	463	661	616	806
"ENSMUSG00000065508"	0	0	0	0	0	0	0	0
"ENSMUSG00000065403"	0	0	0	0	0	0	0	0
"ENSMUSG00000065416"	0	0	0	0	0	0	0	0
"ENSMUSG00000065442"	0	0	0	0	0	0	0	0
"ENSMUSG00000076256"	0	0	0	0	0	0	0	0
"ENSMUSG00000076062"	0	0	0	0	0	0	0	0
"ENSMUSG00000022112"	0	3	4	4	12	14	65	69
"ENSMUSG00000093551"	0	0	0	0	0	0	0	1
"ENSMUSG00000093589"	2	4	2	0	0	0	2	1
"ENSMUSG00000093497"	0	0	0	0	0	2	2	3
"ENSMUSG00000104296"	0	0	0	0	0	0	0	0
"ENSMUSG00000058571"	1561	1447	1971	1706	2100	3330	3769	4447
"ENSMUSG00000098648"	0	0	0	0	0	0	0	0
"ENSMUSG00000022129"	0	3	0	0	205	236	556	507
"ENSMUSG00000097358"	46	37	33	37	36	61	54	115
"ENSMUSG00000022130"	1144	1081	823	765	382	628	772	878
"ENSMUSG00000022131"	1592	1420	1072	1135	901	1421	1624	1599
"ENSMUSG00000061517"	3	3	6	9	966	1284	2153	1855
"ENSMUSG00000090534"	0	0	0	0	34	44	190	170
"ENSMUSG00000098612"	0	0	0	0	0	0	0	0
"ENSMUSG00000092109"	0	0	0	0	1	0	0	0
"ENSMUSG00000088095"	0	0	0	0	0	0	0	0
"ENSMUSG00000096997"	0	0	0	0	0	0	0	0
"ENSMUSG00000099911"	0	0	0	0	0	0	1	0
"ENSMUSG00000032849"	779	799	555	609	247	440	376	313
"ENSMUSG00000064644"	0	0	3	2	0	0	1	0
"ENSMUSG00000098433"	0	4	1	0	0	0	0	0
"ENSMUSG00000098630"	0	2	0	0	0	0	0	2
"ENSMUSG00000088105"	0	0	1	0	0	0	0	0
"ENSMUSG00000022132"	21	14	15	18	17	35	42	53
"ENSMUSG00000077661"	0	0	0	0	0	0	0	0
"ENSMUSG00000042156"	406	354	517	452	1059	1608	2463	2399
"ENSMUSG00000022136"	8554	7689	5784	5462	1754	2667	3458	3336
"ENSMUSG00000042104"	494	434	507	533	732	1489	1901	2205
"ENSMUSG00000087479"	14	29	29	22	90	143	160	179
"ENSMUSG00000053465"	4	2	20	13	1	2	7	23
"ENSMUSG00000100274"	0	0	1	0	0	0	0	1
"ENSMUSG00000044819"	0	0	2	0	0	0	2	0
"ENSMUSG00000022139"	2276	1947	2010	1976	1385	2049	2236	2399
"ENSMUSG00000097903"	12	18	8	12	6	16	35	27
"ENSMUSG00000051615"	1103	964	608	624	1275	1689	1928	2575
"ENSMUSG00000090284"	0	0	0	0	0	0	1	0
"ENSMUSG00000084476"	0	0	0	0	0	0	0	0
"ENSMUSG00000030662"	17215	15201	12396	12913	10574	15158	16035	16150
"ENSMUSG00000025555"	1810	1543	1723	1390	1911	2741	2799	3399
"ENSMUSG00000085133"	399	430	370	279	870	1463	3436	3275
"ENSMUSG00000063410"	6611	6539	2885	3066	1732	2586	3014	3026
"ENSMUSG00000025557"	0	5	1	6	0	0	0	0
"ENSMUSG00000025558"	493	592	632	568	346	442	731	812
"ENSMUSG00000102112"	48	51	28	10	28	47	69	83
"ENSMUSG00000041765"	2286	2426	1984	1793	2027	2836	3837	3914
"ENSMUSG00000050350"	5	9	7	6	16	28	25	12
"ENSMUSG00000051212"	208	234	222	169	76	96	118	156
"ENSMUSG00000071229"	0	0	0	0	1	2	0	0
"ENSMUSG00000085615"	42	43	48	19	42	51	103	103
"ENSMUSG00000025544"	12178	11057	7413	7822	4956	6973	9311	9789
"ENSMUSG00000066538"	4	7	5	3	2	7	7	10
"ENSMUSG00000090674"	0	2	4	5	3	15	4	1
"ENSMUSG00000025545"	1632	1442	1129	1135	645	884	818	1022
"ENSMUSG00000100585"	0	0	1	0	0	1	0	0
"ENSMUSG00000095311"	2	0	3	0	3	6	11	18
"ENSMUSG00000064052"	0	0	1	0	75	115	138	221
"ENSMUSG00000041703"	0	0	8	0	1237	1770	1552	2334
"ENSMUSG00000085555"	0	0	0	0	324	554	414	526
"ENSMUSG00000061524"	0	2	4	4	330	490	874	1175
"ENSMUSG00000075465"	9	6	6	2	9	22	21	22
"ENSMUSG00000093669"	4	0	0	0	0	1	0	0
"ENSMUSG00000041650"	1428	1376	908	888	1124	1779	2271	2222
"ENSMUSG00000041625"	353	300	221	194	59	68	78	111
"ENSMUSG00000075463"	23	15	6	20	13	19	40	42
"ENSMUSG00000041594"	487	485	520	533	1117	1938	2932	2803
"ENSMUSG00000085423"	2	2	2	2	4	4	10	12
"ENSMUSG00000000197"	0	0	31	32	268	443	1004	963
"ENSMUSG00000032925"	0	11	2	6	57	31	139	165
"ENSMUSG00000082793"	0	0	7	5	0	0	0	0
"ENSMUSG00000077481"	0	0	0	0	0	0	0	0
"ENSMUSG00000025551"	9	2	21	12	315	416	1104	1138
"ENSMUSG00000101445"	0	0	0	0	0	0	1	0
"ENSMUSG00000082738"	0	0	0	1	0	0	0	3
"ENSMUSG00000099994"	0	0	0	0	0	1	0	2
"ENSMUSG00000090286"	0	0	0	0	5	13	20	12
"ENSMUSG00000108568"	0	0	0	0	0	0	2	0
"ENSMUSG00000097312"	0	0	0	0	0	1	2	6
"ENSMUSG00000091028"	5	0	0	0	0	1	7	8
"ENSMUSG00000096385"	0	0	1	0	2	1	6	4
"ENSMUSG00000096519"	0	0	0	0	0	0	0	0
"ENSMUSG00000074564"	0	0	0	0	0	0	0	4
"ENSMUSG00000095547"	0	0	0	0	0	0	7	6
"ENSMUSG00000095186"	0	0	0	0	0	2	1	0
"ENSMUSG00000095891"	0	2	0	0	1	9	7	13
"ENSMUSG00000096736"	0	0	0	0	0	0	0	2
"ENSMUSG00000096201"	2	0	0	0	0	2	0	0
"ENSMUSG00000106183"	0	0	0	0	0	0	0	0
"ENSMUSG00000042360"	33	31	12	7	0	1	0	0
"ENSMUSG00000110425"	0	0	0	0	0	0	0	0
"ENSMUSG00000110587"	0	0	3	0	0	0	0	0
"ENSMUSG00000110491"	0	0	0	0	0	0	0	0
"ENSMUSG00000110646"	0	0	0	0	0	0	0	0
"ENSMUSG00000098373"	0	0	0	0	0	0	0	0
"ENSMUSG00000025899"	4870	4508	2746	2774	1595	2327	4463	4746
"ENSMUSG00000064956"	15	16	17	3	6	7	8	21
"ENSMUSG00000077248"	0	0	0	0	0	0	0	0
"ENSMUSG00000025898"	1207	1086	1086	828	748	1375	1786	1978
"ENSMUSG00000110660"	4	8	2	5	2	4	9	7
"ENSMUSG00000041624"	25	14	40	44	153	247	241	279
"ENSMUSG00000110691"	0	0	0	1	0	0	0	0
"ENSMUSG00000110461"	0	0	12	4	0	0	0	0
"ENSMUSG00000080511"	0	0	0	0	0	0	0	0
"ENSMUSG00000025894"	3428	3176	2385	2309	1102	1936	2493	2825
"ENSMUSG00000025893"	354	407	213	234	242	379	599	586
"ENSMUSG00000094086"	0	0	0	0	0	0	0	0
"ENSMUSG00000041124"	1618	1489	1381	1404	2352	3743	5815	5650
"ENSMUSG00000025892"	65	43	105	97	287	456	928	1043
"ENSMUSG00000092896"	0	0	1	0	1	1	6	5
"ENSMUSG00000110644"	74	61	38	32	25	39	38	45
"ENSMUSG00000084690"	0	0	0	0	0	0	0	0
"ENSMUSG00000025888"	100	139	71	74	23	18	11	20
"ENSMUSG00000033538"	30	22	21	17	2	0	8	5
"ENSMUSG00000025887"	3	7	4	3	0	0	2	0
"ENSMUSG00000110927"	0	0	0	0	0	0	0	0
"ENSMUSG00000111191"	0	0	0	0	0	0	0	0
"ENSMUSG00000110932"	0	0	0	0	0	0	0	0
"ENSMUSG00000111707"	0	0	0	0	0	0	0	0
"ENSMUSG00000032006"	163	142	168	138	105	122	181	226
"ENSMUSG00000047619"	5	1	15	3	7	12	2	2
"ENSMUSG00000111257"	0	0	0	0	0	0	0	0
"ENSMUSG00000110732"	0	0	0	0	0	0	0	0
"ENSMUSG00000065382"	0	0	0	0	0	0	0	0
"ENSMUSG00000111464"	0	0	0	0	0	0	0	0
"ENSMUSG00000047193"	1033	1026	1130	1032	2242	3767	4722	5140
"ENSMUSG00000032002"	5787	5542	3459	3142	2156	3158	4544	4660
"ENSMUSG00000111615"	0	0	1	0	0	0	0	0
"ENSMUSG00000050578"	7	6	0	1	0	0	1	0
"ENSMUSG00000049723"	2	14	4	0	0	0	2	0
"ENSMUSG00000041620"	0	0	0	0	0	0	0	0
"ENSMUSG00000043613"	0	0	1	0	0	0	0	0
"ENSMUSG00000043089"	0	0	0	0	0	0	0	0
"ENSMUSG00000047562"	0	0	0	0	1	0	0	0
"ENSMUSG00000005800"	118	129	25	28	0	2	3	4
"ENSMUSG00000070323"	5	2	0	1	0	0	0	0
"ENSMUSG00000111764"	0	0	0	0	0	0	0	0
"ENSMUSG00000018620"	0	2	0	0	0	0	0	0
"ENSMUSG00000086381"	0	0	0	0	0	0	0	0
"ENSMUSG00000110936"	0	0	0	0	0	0	0	0
"ENSMUSG00000018623"	0	0	0	0	0	0	0	0
"ENSMUSG00000110887"	0	0	1	0	2	0	2	1
"ENSMUSG00000074516"	9	8	5	4	3	4	3	5
"ENSMUSG00000050912"	7301	6897	5142	5273	4322	6293	6452	6628
"ENSMUSG00000093615"	0	0	0	0	0	0	0	0
"ENSMUSG00000057367"	1674	1660	1508	1435	1541	2256	3249	3658
"ENSMUSG00000032000"	653	572	441	449	73	136	116	213
"ENSMUSG00000053110"	1380	1312	1025	847	1696	2571	2854	3369
"ENSMUSG00000092185"	1	1	3	5	2	3	7	7
"ENSMUSG00000110161"	4	12	7	12	5	6	18	19
"ENSMUSG00000053070"	196	204	210	226	431	683	808	903
"ENSMUSG00000040729"	71	44	103	77	192	262	335	412
"ENSMUSG00000111353"	0	0	0	0	0	0	0	0
"ENSMUSG00000111845"	0	0	2	0	0	0	0	0
"ENSMUSG00000031998"	0	0	0	0	0	0	0	0
"ENSMUSG00000084747"	0	0	0	0	0	0	0	0
"ENSMUSG00000110828"	0	0	0	0	0	0	0	0
"ENSMUSG00000031997"	692	575	319	355	51	98	99	87
"ENSMUSG00000111602"	0	2	0	1	0	1	0	0
"ENSMUSG00000031870"	12	13	4	4	23	39	30	46
"ENSMUSG00000078117"	0	2	0	0	1	7	9	5
"ENSMUSG00000050730"	1141	1028	1071	891	757	1045	1478	1705
"ENSMUSG00000085253"	6	11	1	0	1	1	0	4
"ENSMUSG00000088076"	0	0	0	0	0	0	0	0
"ENSMUSG00000111061"	0	0	0	0	0	0	0	0
"ENSMUSG00000111317"	0	0	2	0	0	0	0	0
"ENSMUSG00000111284"	0	0	0	0	0	0	0	2
"ENSMUSG00000039488"	0	0	2	1	60	72	305	310
"ENSMUSG00000092776"	0	0	0	0	0	0	0	0
"ENSMUSG00000098408"	0	0	0	0	0	0	0	0
"ENSMUSG00000093959"	0	0	0	0	0	0	0	0
"ENSMUSG00000096815"	0	0	0	0	0	0	0	0
"ENSMUSG00000111648"	0	0	0	0	2	1	2	2
"ENSMUSG00000111209"	0	0	0	0	4	2	6	5
"ENSMUSG00000109590"	0	0	0	0	3	5	4	6
"ENSMUSG00000111568"	0	0	0	0	0	0	0	0
"ENSMUSG00000110951"	0	0	0	0	0	0	0	0
"ENSMUSG00000111691"	0	0	0	0	0	0	0	0
"ENSMUSG00000110942"	0	0	0	0	0	0	0	0
"ENSMUSG00000110734"	0	0	0	0	0	0	0	0
"ENSMUSG00000111503"	0	0	0	0	0	0	0	0
"ENSMUSG00000110858"	0	0	0	0	0	0	0	0
"ENSMUSG00000111458"	0	0	0	0	0	0	0	0
"ENSMUSG00000111111"	0	0	0	0	0	0	0	0
"ENSMUSG00000111810"	0	0	0	0	0	0	2	4
"ENSMUSG00000089477"	0	0	0	0	0	0	0	0
"ENSMUSG00000111552"	2	0	0	2	0	0	0	0
"ENSMUSG00000098228"	0	0	0	0	0	0	0	0
"ENSMUSG00000111830"	0	0	0	0	0	0	0	0
"ENSMUSG00000111285"	0	0	0	0	0	0	0	0
"ENSMUSG00000079083"	498	439	242	199	356	531	1313	1284
"ENSMUSG00000079084"	2188	2115	1119	1014	482	579	1230	1283
"ENSMUSG00000095068"	1	9	2	1	1	0	0	7
"ENSMUSG00000031925"	508	449	483	348	824	1201	2165	1983
"ENSMUSG00000111212"	67	35	57	60	94	194	172	294
"ENSMUSG00000031802"	30	36	69	41	77	192	130	201
"ENSMUSG00000090592"	2	2	5	1	3	6	10	9
"ENSMUSG00000111223"	1	0	0	0	1	8	4	5
"ENSMUSG00000093092"	0	0	0	0	0	0	0	0
"ENSMUSG00000111698"	0	0	0	0	0	0	0	0
"ENSMUSG00000031918"	3724	3518	2871	2728	2592	3909	5321	5389
"ENSMUSG00000031922"	4376	3704	2523	2600	1953	3288	3945	3930
"ENSMUSG00000037808"	2222	1904	1484	1364	1568	2214	3010	3255
"ENSMUSG00000111012"	2	6	3	1	4	7	5	0
"ENSMUSG00000111100"	0	0	0	0	6	2	0	0
